	company	fund_id	fund_name	avg	avg_type	category	fund_type	me	ydev	y5dev	risk	Link	Klusterbomber	Kemiska vapen	Kärnvapen	Vapen/krigsmateriel	Alkohol	Tobak	Spelverksamhet	Pornografi	Fossila bränslen	Kol	Uran	Genmodifierade organismer	Alkohol_comment	Fossila bränslen (olja, gas, kol)_comment	Kemiska och biologiska vapen_comment	Klusterbomber, personminor_comment	Kol_comment	Kommersiell spelverksamhet_comment	Kärnvapen_comment	Pornografi_comment	Tobak_comment	Uran_comment	Vapen och/eller krigsmateriel_comment	Övrigt_comment
996348	JPMorgan Asset Management (Europe) S.à.r.l.	996348	JPMorgan Investement Funds - Global Balanced Fund A (acc)	0.57	NA	Varierande	B	NA	13	10	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
275495	JPMorgan Asset Management (Europe) S.à.r.l.	275495	JPMorgan Investement Funds - Japan Select Equity Fund A (acc)	0.67	NA	Japan	A	NA	16	14	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
555102	Kredietrust Luxembourg S.A	555102	Alpcot Offensiv	0.89	FOF	Global	A	NA	12	-	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
891507	Lannebo Fonder AB	891507	Lannebo Europa Småbolag	0.46	NA	Europa småbolag	A	M/E	27	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0008092290	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ			Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.	Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.			Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.					
942508	Lannebo Fonder AB	942508	Lannebo Komplett	0.43	FOF	Balanserad	B	NA	9	-	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
478313	Lannebo Fonder AB	478313	Lannebo Likviditetsfond	0.12	NA	Sverige kortränta	R	M/E	1	1	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000865768	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ			Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.	Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.			Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.					
878520	Lannebo Fonder AB	878520	Lannebo Mixfond	0.43	NA	Varierande	B	M/E	7	9	låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000740706	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ			Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.	Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.			Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.					
842690	Lannebo Fonder AB	842690	Lannebo Småbolag	0.45	NA	Sverige småbolag	A	M/E	13	20	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000740698	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ			Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.	Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.			Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.					
806869	Lannebo Fonder AB	806869	Lannebo Sverige	0.45	NA	Sverige	A	M/E	8	15	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000740680	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ			Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.	Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.			Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.					
490292	Lannebo Fonder AB	490292	Lannebo Sverige Plus	0.36	RES	Sverige	A	M/E	10	17	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0002686584	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ			Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.	Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.			Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.					
771030	Lannebo Fonder AB	771030	Lannebo Vision	0.45	NA	Global	A	M/E	17	29	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000740672	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ			Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.	Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.			Nolltolerans. Kontrolleras innan investering i nytt innehav till fonden samt två gånger per år då samtliga innehav i fonden kontrolleras.					
451393	Lantern Structured Asset Management	451393	Independent Aktiv Max	0.89	NA	Global	A	NA	7	8	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
961573	Lantern Structured Asset Management	961573	Independent Aktiv Mix	0.62	NA	Balanserad	B	NA	3	3	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
917716	Lantern Structured Asset Management	917716	Independent Fonddoktorn Plus	0.89	NA	Övriga länder	A	NA	17	6	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
989905	Lundmark & Co Fondförvaltning AB	989905	Lundmark Affärsvärldenfonden	0.89	NA	Sverige	A	NA	-2	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
102897	Lundmark & Co Fondförvaltning AB	102897	Lundmark Aktiv Europa	0.89	RES	Europa	A	NA	17	14	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
309492	Luxcellence Management Company S.A.	309492	CB European Quality Fund	0.82	NA	Europa	A	NA	17	10	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=LU0112589485	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ												
844225	Luxcellence Management Company S.A.	844225	Turkisfund Bonds	0.42	NA	Övriga räntefonder	R	NA	-10	-13	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
127621	Luxcellence Management Company S.A.	127621	Turkisfund Equities	0.89	NA	Övriga länder	A	NA	24	-8	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
385401	Länsförsäkringar Fondförvaltning AB (publ)	385401	Länsförsäkringar Asienfond	0.36	NA	Asien	A	M/E	25	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837056	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
492306	Länsförsäkringar Fondförvaltning AB (publ)	492306	Länsförsäkringar Europa Aktiv	0.35	NA	Europa	A	M/E	9	11	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837353	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
479840	Länsförsäkringar Fondförvaltning AB (publ)	479840	Länsförsäkringar Europa Indexnära	0.16	NA	Europa	A	M/E	14	12	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0002793935	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
494302	Länsförsäkringar Fondförvaltning AB (publ)	494302	Länsförsäkringar Fastighet Europa	0.32	NA	Fastighet	A	M/E	-	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0010739912	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												
313742	Länsförsäkringar Fondförvaltning AB (publ)	313742	Länsförsäkringar Fastighetsfond	0.33	NA	Fastighet	A	M/E	12	23	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837338	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												
458471	Länsförsäkringar Fondförvaltning AB (publ)	458471	Länsförsäkringar FossilSmart	0.23	NA	Global	A	M/E	-	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0010739920	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som utvinner eller producerar fossila bränslen (olja, gas och kol) och inte heller i de bolag som har högst koldioxidavtryck inom respektive sektor.
874560	Länsförsäkringar Fondförvaltning AB (publ)	874560	Länsförsäkringar Företagsobligation Norden	0.20	NA	Norden ränta	R	M/E	3	-	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0005506276	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
563965	Länsförsäkringar Fondförvaltning AB (publ)	563965	Länsförsäkringar Global Hållbar	0.34	NA	Global	A	M/E	10	15	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837205	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
658997	Länsförsäkringar Fondförvaltning AB (publ)	658997	Länsförsäkringar Global Indexnära	0.16	NA	Global	A	M/E	11	17	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0005188836	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
212621	Länsförsäkringar Fondförvaltning AB (publ)	212621	Länsförsäkringar Global Strategisk Ränta	0.22	FOF	Global ränta	R	NA	2	0	mycket låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
470104	Länsförsäkringar Fondförvaltning AB (publ)	470104	Länsförsäkringar Japan Indexnära	0.16	NA	Japan	A	M/E	14	-	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837296	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
838730	Länsförsäkringar Fondförvaltning AB (publ)	838730	Länsförsäkringar Kort Ränta Företag	0.13	NA	Sverige kortränta	R	M/E	0	-	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0005506284	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
420646	Länsförsäkringar Fondförvaltning AB (publ)	420646	Länsförsäkringar Kort Räntefond	0.11	NA	Sverige kortränta	R	M/E	0	0	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837247	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
242081	Länsförsäkringar Fondförvaltning AB (publ)	242081	Länsförsäkringar Lång Räntefond	0.16	NA	Sverige lång och realränta	R	M/E	0	2	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837254	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
515676	Länsförsäkringar Fondförvaltning AB (publ)	515676	Länsförsäkringar Småbolag Sverige	0.35	NA	Sverige småbolag	A	M/E	12	22	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837239	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
814772	Länsförsäkringar Fondförvaltning AB (publ)	814772	Länsförsäkringar Sparmål 2015	0.20	FOF	Pension om mindre än 10 år	G	M/E	6	8	låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837114	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar både i Länsförsäkringar egna fonder och fonder från andra externa fondbolag. Länsförsäkringars egna fonder placerar inte i bolag som är involverade i följande produkter: klusterbomber, personminor, kemiska och biologiska vapen, kärnvapen eller kol (omsättningsgräns 20%).
778944	Länsförsäkringar Fondförvaltning AB (publ)	778944	Länsförsäkringar Sparmål 2020	0.20	FOF	Pension om mindre än 10 år	G	M/E	7	10	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837106	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar både i Länsförsäkringar egna fonder och fonder från andra externa fondbolag. Länsförsäkringars egna fonder placerar inte i bolag som är involverade i följande produkter: klusterbomber, personminor, kemiska och biologiska vapen, kärnvapen eller kol (omsättningsgräns 20%).
743112	Länsförsäkringar Fondförvaltning AB (publ)	743112	Länsförsäkringar Sparmål 2025	0.20	FOF	Pension om mer än 10 år	G	M/E	9	13	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837098	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar både i Länsförsäkringar egna fonder och fonder från andra externa fondbolag. Länsförsäkringars egna fonder placerar inte i bolag som är involverade i följande produkter: klusterbomber, personminor, kemiska och biologiska vapen, kärnvapen eller kol (omsättningsgräns 20%).
707281	Länsförsäkringar Fondförvaltning AB (publ)	707281	Länsförsäkringar Sparmål 2030	0.20	FOF	Pension om mer än 10 år	G	M/E	9	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837080	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar både i Länsförsäkringar egna fonder och fonder från andra externa fondbolag. Länsförsäkringars egna fonder placerar inte i bolag som är involverade i följande produkter: klusterbomber, personminor, kemiska och biologiska vapen, kärnvapen eller kol (omsättningsgräns 20%).
671453	Länsförsäkringar Fondförvaltning AB (publ)	671453	Länsförsäkringar Sparmål 2035	0.20	FOF	Pension om mer än 10 år	G	M/E	10	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837072	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar både i Länsförsäkringar egna fonder och fonder från andra externa fondbolag. Länsförsäkringars egna fonder placerar inte i bolag som är involverade i följande produkter: klusterbomber, personminor, kemiska och biologiska vapen, kärnvapen eller kol (omsättningsgräns 20%).
635623	Länsförsäkringar Fondförvaltning AB (publ)	635623	Länsförsäkringar Sparmål 2040	0.20	FOF	Pension om mer än 10 år	G	M/E	10	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837064	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar både i Länsförsäkringar egna fonder och fonder från andra externa fondbolag. Länsförsäkringars egna fonder placerar inte i bolag som är involverade i följande produkter: klusterbomber, personminor, kemiska och biologiska vapen, kärnvapen eller kol (omsättningsgräns 20%).
832360	Länsförsäkringar Fondförvaltning AB (publ)	832360	Länsförsäkringar Sparmål 2045	0.20	FOF	Pension om mer än 10 år	G	M/E	10	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837379	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar både i Länsförsäkringar egna fonder och fonder från andra externa fondbolag. Länsförsäkringars egna fonder placerar inte i bolag som är involverade i följande produkter: klusterbomber, personminor, kemiska och biologiska vapen, kärnvapen eller kol (omsättningsgräns 20%).
140905	Länsförsäkringar Fondförvaltning AB (publ)	140905	Länsförsäkringar Sparmål 2050	0.20	FOF	Pension om mer än 10 år	G	M/E	10	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0008241467	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar indirekt både i Länsförsäkringar egna fonder och fonder från andra externa fondbolag. Länsförsäkringars egna fonder placerar inte i bolag som är involverade i följande produkter: klusterbomber, personminor, kemiska och biologiska vapen, kärnvapen eller kol (omsättningsgräns 20%).
105072	Länsförsäkringar Fondförvaltning AB (publ)	105072	Länsförsäkringar Sparmål 2055	0.20	FOF	Pension om mer än 10 år	G	M/E	10	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0008241459	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar indirekt både i Länsförsäkringar egna fonder och fonder från andra externa fondbolag. Länsförsäkringars egna fonder placerar inte i bolag som är involverade i följande produkter: klusterbomber, personminor, kemiska och biologiska vapen, kärnvapen eller kol (omsättningsgräns 20%).
969246	Länsförsäkringar Fondförvaltning AB (publ)	969246	Länsförsäkringar Sparmål 2060	0.20	FOF	Pension om mer än 10 år	G	M/E	10	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0008241442	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar indirekt både i Länsförsäkringar egna fonder och fonder från andra externa fondbolag. Länsförsäkringars egna fonder placerar inte i bolag som är involverade i följande produkter: klusterbomber, personminor, kemiska och biologiska vapen, kärnvapen eller kol (omsättningsgräns 20%).
528133	Länsförsäkringar Fondförvaltning AB (publ)	528133	Länsförsäkringar Sverige Aktiv	0.32	NA	Sverige	A	M/E	12	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837221	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ												
587337	Länsförsäkringar Fondförvaltning AB (publ)	587337	Länsförsäkringar Sverige Indexnära	0.16	NA	Sverige	A	M/E	10	12	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0002656611	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
206250	Länsförsäkringar Fondförvaltning AB (publ)	206250	Länsförsäkringar Tillväxtmarknad Aktiv	0.42	NA	Nya marknader	A	M/E	26	11	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837213	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
434274	Länsförsäkringar Fondförvaltning AB (publ)	434274	Länsförsäkringar Tillväxtmarknad Indexnära	0.19	NA	Nya marknader	A	M/E	23	-	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0005796331	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
599795	Länsförsäkringar Fondförvaltning AB (publ)	599795	Länsförsäkringar Trygghetsfond	0.34	FOF	Balanserad	B	M/E	7	7	låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837197	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte direkt i bolag som har minst 20% av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20% av omsättningen. Cirka en fjärdedel av fondens kapital investeras i fonder från andra fondbolag. Exkluderingskriterierna i dessa fonder k
456475	Länsförsäkringar Fondförvaltning AB (publ)	456475	Länsförsäkringar USA Aktiv	0.34	NA	USA och Nordamerika	A	M/E	7	20	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000837262	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20 procent av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20 procent av omsättningen.
551507	Länsförsäkringar Fondförvaltning AB (publ)	551507	Länsförsäkringar USA Indexnära	0.16	NA	USA och Nordamerika	A	M/E	9	21	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0002793943	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag som har minst 20% av omsättningen från kolproduktion eller i energibolag vars omsättning från förbränningskol överstiger 20% av omsättningen.
422709	MDO Management Company S.A.	422709	Coeli - Global Select Fund	0.58	RES	Global	A	M/E	17	-	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=LU1133292463	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ												
386870	MDO Management Company S.A.	386870	Coeli - Nordic Corporate Bond Fund	0.35	NA	Norden ränta	R	M/E	3	-	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=LU1028962543	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ												
